threshold,tp,fp,tn,fn,accuracy,macro_f1,weighted_f1,fpr,fnr,mcc,model,window,threshold_q,persistence,threshold_resolved,fa_per_hour,dns_delay_s,dns_detected,gtpu_delay_s,gtpu_detected,dns_sustained,gtpu_sustained
0.5,700,6,132118,4196,0.9693329440957524,0.6171286123392696,0.9581036136382834,4.54118858042445e-05,0.8570261437908496,0.3705592395571182,transformer,3,default,1,0.5,0.005300998342907918,10.884,True,,False,0.5003573981415297,0.0
0.5,700,6,132118,4196,0.9693329440957524,0.6171286123392696,0.9581036136382834,4.54118858042445e-05,0.8570261437908496,0.3705592395571182,transformer,3,default,2,0.5,0.005300998342907918,16.022,True,,False,0.5003573981415297,0.0
0.5,700,6,132118,4196,0.9693329440957524,0.6171286123392696,0.9581036136382834,4.54118858042445e-05,0.8570261437908496,0.3705592395571182,transformer,3,default,3,0.5,0.005300998342907918,21.162,True,,False,0.5003573981415297,0.0
0.5,700,6,132118,4196,0.9693329440957524,0.6171286123392696,0.9581036136382834,4.54118858042445e-05,0.8570261437908496,0.3705592395571182,transformer,3,default,5,0.5,0.0,31.439,True,,False,0.5003573981415297,0.0
5.836855507368455e-06,1632,12302,119818,3264,0.8863928300344486,0.556172797221397,0.9116456404905462,0.0931123221313957,0.6666666666666666,0.14753015627496444,transformer,5,0.9,1,5.836855507368455e-06,17.297681273126308,16.022,True,0.239,True,0.4996426018584703,0.2668001143837575
5.836855507368455e-06,1632,12302,119818,3264,0.8863928300344486,0.556172797221397,0.9116456404905462,0.0931123221313957,0.6666666666666666,0.14753015627496444,transformer,5,0.9,2,5.836855507368455e-06,9.202811734645195,21.162,True,10.694,True,0.4996426018584703,0.2668001143837575
5.836855507368455e-06,1632,12302,119818,3264,0.8863928300344486,0.556172797221397,0.9116456404905462,0.0931123221313957,0.6666666666666666,0.14753015627496444,transformer,5,0.9,3,5.836855507368455e-06,6.43030566481833,26.295,True,15.953,True,0.4996426018584703,0.2668001143837575
5.836855507368455e-06,1632,12302,119818,3264,0.8863928300344486,0.556172797221397,0.9116456404905462,0.0931123221313957,0.6666666666666666,0.14753015627496444,transformer,5,0.9,5,5.836855507368455e-06,4.134903889990352,36.564,True,41.051,True,0.4996426018584703,0.2668001143837575
6.953358024475165e-06,895,2806,129314,4001,0.9503196706953932,0.5912837352966611,0.9469786701985704,0.021238268240993036,0.8171977124183006,0.18499099354874457,transformer,5,0.95,1,6.953358024475165e-06,10.310753930809277,16.022,True,15.953,True,0.4996426018584703,0.0560480411781527
6.953358024475165e-06,895,2806,129314,4001,0.9503196706953932,0.5912837352966611,0.9469786701985704,0.021238268240993036,0.8171977124183006,0.18499099354874457,transformer,5,0.95,2,6.953358024475165e-06,2.9739501054930613,21.162,True,273.287,True,0.4996426018584703,0.0560480411781527
6.953358024475165e-06,895,2806,129314,4001,0.9503196706953932,0.5912837352966611,0.9469786701985704,0.021238268240993036,0.8171977124183006,0.18499099354874457,transformer,5,0.95,3,6.953358024475165e-06,0.9754132253310575,26.295,True,1127.126,True,0.4996426018584703,0.0560480411781527
6.953358024475165e-06,895,2806,129314,4001,0.9503196706953932,0.5912837352966611,0.9469786701985704,0.021238268240993036,0.8171977124183006,0.18499099354874457,transformer,5,0.95,5,6.953358024475165e-06,0.11662549433306123,36.564,True,1405.143,True,0.4996426018584703,0.0560480411781527
7.586601441289531e-06,811,1095,131025,4085,0.9621941962982425,0.6095376127457356,0.9540964250538142,0.008287920072661216,0.8343545751633987,0.24939471860187787,transformer,5,0.99,1,7.586601441289531e-06,4.680923249822412,16.022,True,15.953,True,0.4996426018584703,0.032027452101801544
7.586601441289531e-06,811,1095,131025,4085,0.9621941962982425,0.6095376127457356,0.9540964250538142,0.008287920072661216,0.8343545751633987,0.24939471860187787,transformer,5,0.99,2,7.586601441289531e-06,0.8693900486646382,21.162,True,777.283,True,0.4996426018584703,0.032027452101801544
7.586601441289531e-06,811,1095,131025,4085,0.9621941962982425,0.6095376127457356,0.9540964250538142,0.008287920072661216,0.8343545751633987,0.24939471860187787,transformer,5,0.99,3,7.586601441289531e-06,0.16963708266627087,26.295,True,1127.126,True,0.4996426018584703,0.032027452101801544
7.586601441289531e-06,811,1095,131025,4085,0.9621941962982425,0.6095376127457356,0.9540964250538142,0.008287920072661216,0.8343545751633987,0.24939471860187787,transformer,5,0.99,5,7.586601441289531e-06,0.01060231766664193,36.564,True,,False,0.4996426018584703,0.032027452101801544
7.796294994477648e-06,797,695,131425,4099,0.9650113855316167,0.6158092581920823,0.9559116209982566,0.0052603693611868,0.8372140522875817,0.2817497585860445,transformer,5,0.995,1,7.796294994477648e-06,3.1011779174927643,16.022,True,15.953,True,0.4996426018584703,0.02802402058907635
7.796294994477648e-06,797,695,131425,4099,0.9650113855316167,0.6158092581920823,0.9559116209982566,0.0052603693611868,0.8372140522875817,0.2817497585860445,transformer,5,0.995,2,7.796294994477648e-06,0.4771042949988868,21.162,True,777.283,True,0.4996426018584703,0.02802402058907635
7.796294994477648e-06,797,695,131425,4099,0.9650113855316167,0.6158092581920823,0.9559116209982566,0.0052603693611868,0.8372140522875817,0.2817497585860445,transformer,5,0.995,3,7.796294994477648e-06,0.07421622366649351,26.295,True,1127.126,True,0.4996426018584703,0.02802402058907635
7.796294994477648e-06,797,695,131425,4099,0.9650113855316167,0.6158092581920823,0.9559116209982566,0.0052603693611868,0.8372140522875817,0.2817497585860445,transformer,5,0.995,5,7.796294994477648e-06,0.005301158833320965,36.564,True,,False,0.4996426018584703,0.02802402058907635
8.253889973275363e-06,770,227,131893,4126,0.9682299877386582,0.6225464403769798,0.9579509356184109,0.0017181350287617317,0.8427287581699346,0.3397318848657047,transformer,5,0.999,1,8.253889973275363e-06,1.060231766664193,16.022,True,15.953,True,0.4996426018584703,0.02030311695739205
8.253889973275363e-06,770,227,131893,4126,0.9682299877386582,0.6225464403769798,0.9579509356184109,0.0017181350287617317,0.8427287581699346,0.3397318848657047,transformer,5,0.999,2,8.253889973275363e-06,0.10602317666641929,21.162,True,777.283,True,0.4996426018584703,0.02030311695739205
8.253889973275363e-06,770,227,131893,4126,0.9682299877386582,0.6225464403769798,0.9579509356184109,0.0017181350287617317,0.8427287581699346,0.3397318848657047,transformer,5,0.999,3,8.253889973275363e-06,0.02120463533328386,26.295,True,1127.126,True,0.4996426018584703,0.02030311695739205
8.253889973275363e-06,770,227,131893,4126,0.9682299877386582,0.6225464403769798,0.9579509356184109,0.0017181350287617317,0.8427287581699346,0.3397318848657047,transformer,5,0.999,5,8.253889973275363e-06,0.0,36.564,True,,False,0.4996426018584703,0.02030311695739205
0.9518028497695924,127,1,132119,4769,0.9651865475564898,0.5164127550867712,0.9489753117051076,7.568876778686043e-06,0.9740604575163399,0.15756250762050886,transformer,5,0.9999,1,0.9518028497695924,0.005301158833320965,31.439,True,,False,0.09077912794853467,0.0
0.9518028497695924,127,1,132119,4769,0.9651865475564898,0.5164127550867712,0.9489753117051076,7.568876778686043e-06,0.9740604575163399,0.15756250762050886,transformer,5,0.9999,2,0.9518028497695924,0.0,62.162,True,,False,0.09077912794853467,0.0
0.9518028497695924,127,1,132119,4769,0.9651865475564898,0.5164127550867712,0.9489753117051076,7.568876778686043e-06,0.9740604575163399,0.15756250762050886,transformer,5,0.9999,3,0.9518028497695924,0.0,82.677,True,,False,0.09077912794853467,0.0
0.9518028497695924,127,1,132119,4769,0.9651865475564898,0.5164127550867712,0.9489753117051076,7.568876778686043e-06,0.9740604575163399,0.15756250762050886,transformer,5,0.9999,5,0.9518028497695924,0.0,1169.193,True,,False,0.09077912794853467,0.0
0.5,416,1,132119,4480,0.9672957902726689,0.5699608071503911,0.9537830882886238,7.568876778686043e-06,0.9150326797385621,0.2863033518330628,transformer,5,default,1,0.5,0.0,21.162,True,,False,0.29735525375268046,0.0
0.5,416,1,132119,4480,0.9672957902726689,0.5699608071503911,0.9537830882886238,7.568876778686043e-06,0.9150326797385621,0.2863033518330628,transformer,5,default,2,0.5,0.0,36.564,True,,False,0.29735525375268046,0.0
0.5,416,1,132119,4480,0.9672957902726689,0.5699608071503911,0.9537830882886238,7.568876778686043e-06,0.9150326797385621,0.2863033518330628,transformer,5,default,3,0.5,0.005301158833320965,41.678,True,,False,0.29735525375268046,0.0
0.5,416,1,132119,4480,0.9672957902726689,0.5699608071503911,0.9537830882886238,7.568876778686043e-06,0.9150326797385621,0.2863033518330628,transformer,5,default,5,0.5,0.0,51.92,True,,False,0.29735525375268046,0.0
2.8708891477435827e-06,1295,3227,128889,3601,0.9501649490555572,0.6246004527272672,0.9492106634180916,0.024425504859366013,0.735498366013072,0.24945405258515518,transformer,7,0.9,1,2.8708891477435827e-06,7.0454533941579225,5.746,True,10.284,True,0.501072194424589,0.16985987989705462
2.8708891477435827e-06,1295,3227,128889,3601,0.9501649490555572,0.6246004527272672,0.9492106634180916,0.024425504859366013,0.735498366013072,0.24945405258515518,transformer,7,0.9,2,2.8708891477435827e-06,1.7388327413723088,10.884,True,30.806,True,0.501072194424589,0.16985987989705462
2.8708891477435827e-06,1295,3227,128889,3601,0.9501649490555572,0.6246004527272672,0.9492106634180916,0.024425504859366013,0.735498366013072,0.24945405258515518,transformer,7,0.9,3,2.8708891477435827e-06,1.1556876146925712,16.022,True,35.943,True,0.501072194424589,0.16985987989705462
2.8708891477435827e-06,1295,3227,128889,3601,0.9501649490555572,0.6246004527272672,0.9492106634180916,0.024425504859366013,0.735498366013072,0.24945405258515518,transformer,7,0.9,5,2.8708891477435827e-06,0.657363597348068,26.295,True,46.182,True,0.501072194424589,0.16985987989705462
3.1749686968396418e-06,1115,1095,131021,3781,0.9644118763320001,0.6477757625062358,0.9578649531588134,0.008288171001241334,0.7722630718954249,0.3233606979120151,transformer,7,0.95,1,3.1749686968396418e-06,3.329228541407957,10.884,True,10.284,True,0.5003573981415297,0.11867314841292537
3.1749686968396418e-06,1115,1095,131021,3781,0.9644118763320001,0.6477757625062358,0.9578649531588134,0.008288171001241334,0.7722630718954249,0.3233606979120151,transformer,7,0.95,2,3.1749686968396418e-06,0.9118269253537717,16.022,True,35.943,True,0.5003573981415297,0.11867314841292537
3.1749686968396418e-06,1115,1095,131021,3781,0.9644118763320001,0.6477757625062358,0.9578649531588134,0.008288171001241334,0.7722630718954249,0.3233606979120151,transformer,7,0.95,3,3.1749686968396418e-06,0.5407345720121205,21.162,True,41.051,True,0.5003573981415297,0.11867314841292537
3.1749686968396418e-06,1115,1095,131021,3781,0.9644118763320001,0.6477757625062358,0.9578649531588134,0.008288171001241334,0.7722630718954249,0.3233606979120151,transformer,7,0.95,5,3.1749686968396418e-06,0.21205277333808645,31.439,True,51.313,True,0.5003573981415297,0.11867314841292537
7.0094092734507285e-06,701,5,132111,4195,0.9693457507371617,0.6173103789574671,0.9581211239373981,3.7845529686033487e-05,0.8568218954248366,0.37110804941963954,transformer,7,0.99,1,7.0094092734507285e-06,0.005301319333452161,10.884,True,3098.118,True,0.5003573981415297,0.00028595939376608524
7.0094092734507285e-06,701,5,132111,4195,0.9693457507371617,0.6173103789574671,0.9581211239373981,3.7845529686033487e-05,0.8568218954248366,0.37110804941963954,transformer,7,0.99,2,7.0094092734507285e-06,0.005301319333452161,16.022,True,,False,0.5003573981415297,0.00028595939376608524
7.0094092734507285e-06,701,5,132111,4195,0.9693457507371617,0.6173103789574671,0.9581211239373981,3.7845529686033487e-05,0.8568218954248366,0.37110804941963954,transformer,7,0.99,3,7.0094092734507285e-06,0.005301319333452161,21.162,True,,False,0.5003573981415297,0.00028595939376608524
7.0094092734507285e-06,701,5,132111,4195,0.9693457507371617,0.6173103789574671,0.9581211239373981,3.7845529686033487e-05,0.8568218954248366,0.37110804941963954,transformer,7,0.99,5,7.0094092734507285e-06,0.0,31.439,True,,False,0.5003573981415297,0.00028595939376608524
8.989969501271844e-06,700,5,132111,4196,0.9693384521063848,0.6171523471718646,0.9581064246065517,3.7845529686033487e-05,0.8570261437908496,0.3708398795636874,transformer,7,0.995,1,8.989969501271844e-06,0.005301319333452161,10.884,True,,False,0.5003573981415297,0.0
8.989969501271844e-06,700,5,132111,4196,0.9693384521063848,0.6171523471718646,0.9581064246065517,3.7845529686033487e-05,0.8570261437908496,0.3708398795636874,transformer,7,0.995,2,8.989969501271844e-06,0.005301319333452161,16.022,True,,False,0.5003573981415297,0.0
8.989969501271844e-06,700,5,132111,4196,0.9693384521063848,0.6171523471718646,0.9581064246065517,3.7845529686033487e-05,0.8570261437908496,0.3708398795636874,transformer,7,0.995,3,8.989969501271844e-06,0.005301319333452161,21.162,True,,False,0.5003573981415297,0.0
8.989969501271844e-06,700,5,132111,4196,0.9693384521063848,0.6171523471718646,0.9581064246065517,3.7845529686033487e-05,0.8570261437908496,0.3708398795636874,transformer,7,0.995,5,8.989969501271844e-06,0.0,31.439,True,,False,0.5003573981415297,0.0
2.798307832563296e-05,700,3,132113,4196,0.9693530493679385,0.6172007737714043,0.9581169122157825,2.270731781162009e-05,0.8570261437908496,0.3714036217743762,transformer,7,0.999,1,2.798307832563296e-05,0.005301319333452161,10.884,True,,False,0.5003573981415297,0.0
2.798307832563296e-05,700,3,132113,4196,0.9693530493679385,0.6172007737714043,0.9581169122157825,2.270731781162009e-05,0.8570261437908496,0.3714036217743762,transformer,7,0.999,2,2.798307832563296e-05,0.0,16.022,True,,False,0.5003573981415297,0.0
2.798307832563296e-05,700,3,132113,4196,0.9693530493679385,0.6172007737714043,0.9581169122157825,2.270731781162009e-05,0.8570261437908496,0.3714036217743762,transformer,7,0.999,3,2.798307832563296e-05,0.0,21.162,True,,False,0.5003573981415297,0.0
2.798307832563296e-05,700,3,132113,4196,0.9693530493679385,0.6172007737714043,0.9581169122157825,2.270731781162009e-05,0.8570261437908496,0.3714036217743762,transformer,7,0.999,5,2.798307832563296e-05,0.0,31.439,True,,False,0.5003573981415297,0.0
0.9647254347801208,697,1,132115,4199,0.9693457507371617,0.6167745147031486,0.9580832596866908,7.569105937206697e-06,0.8576388888888888,0.3711664798709085,transformer,7,0.9999,1,0.9647254347801208,0.0,10.884,True,,False,0.4982130092923517,0.0
0.9647254347801208,697,1,132115,4199,0.9693457507371617,0.6167745147031486,0.9580832596866908,7.569105937206697e-06,0.8576388888888888,0.3711664798709085,transformer,7,0.9999,2,0.9647254347801208,0.0,16.022,True,,False,0.4982130092923517,0.0
0.9647254347801208,697,1,132115,4199,0.9693457507371617,0.6167745147031486,0.9580832596866908,7.569105937206697e-06,0.8576388888888888,0.3711664798709085,transformer,7,0.9999,3,0.9647254347801208,0.0,21.162,True,,False,0.4982130092923517,0.0
0.9647254347801208,697,1,132115,4199,0.9693457507371617,0.6167745147031486,0.9580832596866908,7.569105937206697e-06,0.8576388888888888,0.3711664798709085,transformer,7,0.9999,5,0.9647254347801208,0.0,31.439,True,,False,0.4982130092923517,0.0
0.5,700,1,132115,4196,0.9693676466294923,0.6172492322194082,0.9581274019964573,7.569105937206697e-06,0.8570261437908496,0.3719697221580739,transformer,7,default,1,0.5,0.0,10.884,True,,False,0.5003573981415297,0.0
0.5,700,1,132115,4196,0.9693676466294923,0.6172492322194082,0.9581274019964573,7.569105937206697e-06,0.8570261437908496,0.3719697221580739,transformer,7,default,2,0.5,0.0,16.022,True,,False,0.5003573981415297,0.0
0.5,700,1,132115,4196,0.9693676466294923,0.6172492322194082,0.9581274019964573,7.569105937206697e-06,0.8570261437908496,0.3719697221580739,transformer,7,default,3,0.5,0.0,21.162,True,,False,0.5003573981415297,0.0
0.5,700,1,132115,4196,0.9693676466294923,0.6172492322194082,0.9581274019964573,7.569105937206697e-06,0.8570261437908496,0.3719697221580739,transformer,7,default,5,0.5,0.0,31.439,True,,False,0.5003573981415297,0.0
0.0114694153890013,3068,70044,62080,1828,0.4754634359947453,0.35601229009117763,0.6135451713868312,0.5301383548787503,0.37336601307189543,0.03590436670759637,ae,3,0.9,1,0.0114694153890013,5.93181714571396,5.746,True,10.284,True,0.9992852037169406,0.4775521875893623
0.0114694153890013,3068,70044,62080,1828,0.4754634359947453,0.35601229009117763,0.6135451713868312,0.5301383548787503,0.37336601307189543,0.03590436670759637,ae,3,0.9,2,0.0114694153890013,5.444125298166432,10.884,True,15.418,True,0.9992852037169406,0.4775521875893623
0.0114694153890013,3068,70044,62080,1828,0.4754634359947453,0.35601229009117763,0.6135451713868312,0.5301383548787503,0.37336601307189543,0.03590436670759637,ae,3,0.9,3,0.0114694153890013,5.200279374392667,16.022,True,117.966,True,0.9992852037169406,0.4775521875893623
0.0114694153890013,3068,70044,62080,1828,0.4754634359947453,0.35601229009117763,0.6135451713868312,0.5301383548787503,0.37336601307189543,0.03590436670759637,ae,3,0.9,5,0.0114694153890013,3.366133947746528,26.295,True,543.33,True,0.9992852037169406,0.4775521875893623
